language,term,system,truth,score
es,biotic living components of an ecosystem,Biotico,Biótico (componentes vivos de un ecosistema),0.29
es,traditions  ways of life,Tradiciones - formas de vida,Tradiciones: formas de vida,0.98
es,abiotic nonliving physical and chemical components of an ecosystem,abiotico,Abiótico (componentes físicos y químicos no vivos de un ecosistema),0.22
es,ecosystems diversity,Biodiversidad de ecosistemas,Diversidad de los ecosistemas,0.88
es,human mobility,mobilidad humana,Movilidad (humana),0.94
es,community  sense of,sentido de comunidad,Comunidad (sentido de),0.50
es,sacred sites,sitios sagrados,Lugares sagrados,0.65
es,abiotic nonliving physical and chemical components of an ecosystem,abiotico,Abiótico (componentes físicos y químicos no vivos de un ecosistema),0.22
es,social fabric,tejido social,Teje social,0.83
es,homes  sense of place,Hogar - sentido del lugar,Hogares: sentido de pertenencia,0.67
es,biotic living components of an ecosystem,Biotico,Biótico (componentes vivos de un ecosistema),0.29
es,abiotic nonliving physical and chemical components of an ecosystem,abiotico,Abiótico (componentes físicos y químicos no vivos de un ecosistema),0.22
es,insectrelated diseases,Enfermedades relacionadas con insectos,Enfermedades relacionadas con los insectos,0.95
es,animal infectious diseases,enfermedades infecciosas animales,Enfermedades infecciosas de los animales,0.90
es,heavy metals  trace elements,Metales pesados y elementos traza,Metales pesados y oligoelementos,0.83
es,chem hazards in food  feed,Riesgos químicos en alimentos y piensos,Química Peligros en alimentos y piensos,0.79
es,persistent organic pollutants pops,Polutantes orgánicos persistentes (POPs),Contaminantes orgánicos persistentes (COP),0.85
es,environmental degradation,degradación ambiental,Degradación medioambiental,0.89
es,extraterrestrial,extraterrestre,Extraterrestres,0.97
es,seismic,seismico,Sísmico,0.93
es,volcanic,volcánico,Volcánica,0.89
es,other geohazard,Otro peligro geológico,Otros riesgos geológicos,0.78
es,convectiverelated,convectivo,Relacionado con la convección,0.41
es,particlerelated,relacionado con partículas,Relacionado con las partículas,0.93
es,marinerelated,marino,Relacionado con el mar,0.21
es,precipitationrelated,precipitación,Relacionado con las precipitaciones,0.54
es,temperaturerelated,temperatura,Relacionado con la temperatura,0.54
es,postconflict,postconflicto,Tras el conflicto,0.67
es,behavioural,conductual,Comportamiento,0.33
es,constructionstructural failure,fallo estructural,Fallos de construcción/estructurales,0.65
es,cyber hazards,riesgo cibernético,Ciberriesgos,0.40
es,industrial failure,fallo industrial,Fracaso industrial,0.82
es,waste,residuo,Residuos,0.93
es,ground failure,fallo del suelo,Fallo en tierra,0.60
es,other biological hazards,Otros peligros biológicos,Otros riesgos biológicos,0.86
es,space weather,clima espacial,Meteorología espacial,0.69
es,specific infectious diseases of public health concern,enfermedades infecciosas específicas de preocupación para la salud pública,Enfermedades infecciosas específicas de interés para la salud pública,0.90
es,harmful algal blooms,Floración de algas nocivas,Floraciones de algas nocivas,0.96
es,locust upsurge,epidemia de langostas,Aumento de langostas,0.68
es,invasive species including weeds,especies invasoras,"Especies invasoras, incluidas las malas hierbas",0.56
es,humanwildlife conflict,Conflicto humano-fauna,Conflictos entre el hombre y la fauna,0.62
es,suicide cluster,cluster de suicidios,Grupo de suicidios,0.74
es,antimicrobial resistance,Resistencia antimicrobiana,Antimicrobial Resistance,0.52
es,bacterial plant disease,Enfermedad bacteriana de las plantas,Enfermedades bacterianas de las plantas,0.96
es,fungal plant disease,Enfermedad fitopatológica fúngica,Enfermedades fúngicas de las plantas,0.52
es,viral phytoplasma and viroid plant disease outbreaks,"epidemias de enfermedades fitopatológicas virales, phytoplasmas y viroides","Brotes de enfermedades vegetales víricas, fitoplasmáticas y viroides",0.66
es,anthrax,carbón,Ántrax,0.33
es,airborne diseases,Enfermedades aéroportadas,Enfermedades de transmisión aérea,0.59
es,bloodborne viruses,virus transmisibles por sangre,Virus transmitidos por la sangre,0.84
es,neglected tropical diseases,enfermedades tropicales negligidas,Enfermedades Tropicales Desatendidas,0.83
es,vaccinepreventable diseases,enfermedades evitables por la vacunación,Enfermedades prevenibles mediante vacunación,0.79
es,vectorborne diseases vbd,enfermedades transmitidas por vectores,Enfermedades transmitidas por vectores (ETV),0.95
es,viral haemorrhagic fevers,Fiebre hemorrágica viral,Fiebres hemorrágicas víricas,0.88
es,infectious animal diseases not zoonoses,Enfermedades infecciosas de los animales (no zoonóticas),Enfermedades infecciosas de los animales (no zoonosis),0.96
es,prion diseases,enfermedades de los priones,Enfermedades priónicas,0.78
es,hiv and aids,VIH/SIDA,VIH y sida,0.82
es,covid19 sarscov2,COVID-19,COVID-19 (SARS-CoV-2),0.61
es,cholera,Cholera,Cólera,0.92
es,paratyphoid fever,Fiebre paratyphi,Fiebre paratifoidea,0.74
es,escherichia coli stec,Escherichia coli productores de toxina Shiga,Escherichia Coli (STEC),0.55
es,listeriosis,listerosis,Listeriosis,0.95
es,shigellosis,shigelosis,Shigellosis,0.95
es,avian influenza,Influenza aviaria,Gripe aviar,0.57
es,pandemic influenza human,Gripa pandémica (humana),Gripe pandémica (humana),0.95
es,leptospirosis,leptosporosis,Leptospirosis,0.92
es,plague,peste,Plaga,0.20
es,meningococcal meningitis,Meningitis neumocóica,Meningococcal Meningitis,0.44
es,pertussis human,la pertusis,Tos ferina (humana),0.21
es,malaria,Paludismo,Malaria,0.38
es,middle east respiratory syndrome mers,Síndrome respiratorio del Oriente Medio (MERS),Síndrome Respiratorio de Oriente Próximo (MERS),0.90
es,severe acute respiratory syndrome sars,Síndrome respiratorio agudo grave (SARS),Síndrome Respiratorio Agudo Severo (SRAS),0.81
es,brucellosis,la brucelosis,Brucelosis,0.87
es,contagious bovine pleuropneumonia cbpp,Pleuropneumonía bovina contagiosa (PB),Pleuroneumonía contagiosa bovina (CBPP),0.74
es,contagious caprine pleuropneumonia ccpp,Pleuropneumonía contagiosa caprina (PPCC),Pleuroneumonía contagiosa caprina (PCCC),0.96
es,footandmouth disease,Enfermedad de la mordida y la boca,Fiebre aftosa,0.30
es,lumpy skin disease,enfermedad de la piel en nodulos,Enfermedad de la piel grumosa,0.82
es,new world screwworm nws,Oruga de tornillo del Nuevo Mundo (NWS),Gusano barrenador del nuevo mundo (NWS),0.59
es,peste des petits ruminants,Peste de los pequeños ruminantes,Peste de pequeños rumiantes,0.92
es,west nile fever,Enfermedad del Nilo Occidental,Fiebre del Nilo Occidental,0.79
es,trypanosomiasis,trypanosomiasis,Tripanosomiasis,0.93
es,african swine fever,Enfermedad por virus de la peste porcina africana,Peste porcina africana,0.62
es,classical swine fever,Fiebre clásica porcina,Peste porcina clásica,0.42
es,rinderpest,rinderpest,Peste bovina,0.36
es,shrimp disease bacterial  acute hepatic pancreatic necrosis,Necrólisis hepática pancreática aguda,Enfermedad del camarón (bacteriana) - Necrosis pancreática hepática aguda,0.49
es,oyster disease aquaculture,Enfermedad de ostras en acuicultura,Enfermedad de la ostra Acuicultura,0.90
es,dioxins and dioxinlike substances,Dioxinas y sustancias similares a dioxinas,Dioxinas y sustancias similares a las dioxinas,0.95
es,chemical warfare agents,Agentes químicos de guerra,Agentes de guerra química,0.67
es,asbestos,asbesto,Amianto,0.43
es,fluoride and iodineiodide excess or inadequate intake,Exceso o insuficiencia de ingesta de fluoruro e ioduro,Fluoruro y yodo/Ingesta excesiva o inadecuada de yodo,0.26
es,substandard and falsified medical products,productos médicos falsificados y de calidad inferior,Productos médicos de calidad inferior y falsificados,0.71
es,household air pollution,Contaminación del aire en el hogar,Contaminación atmosférica doméstica,0.49
es,air pollution point source,Fuente puntuales de contaminación atmosférica,Contaminación atmosférica (fuente puntual),0.59
es,ambient outdoor air pollution,Contaminación del aire exterior,Contaminación del aire ambiente (exterior),0.87
es,runoff  nonpoint source pollution,Polución no puntual por runoff,Escorrentía / Contaminación difusa,0.25
es,salinity  sodicity,salinidad y sodicidad,Salinidad & humedad; Sodicidad,0.82
es,forest declines and diebacks,declive forestal y muerte de árboles,Declives y retrocesos forestales,0.53
es,forest disturbances,Turbios de bosques,Perturbaciones forestales,0.51
es,wetland lossdegradation,Pérdida y degradación de humedales,Pérdida/Degradación de humedales,0.95
es,coral bleaching,Eclacide de los corales,Decoloración del coral,0.71
es,compressive soils,suelo compresible,Suelos compresivos,0.80
es,coastal erosion and accretion,Erosión y acrecimiento costero,Erosión y acreción costeras,0.84
es,permafrost loss,pérdida del permafrost,Permafrost Loss,0.54
es,sand mining,explotación de arenas,Extracción de arena,0.85
es,eutrophication,La eutrófica,Eutrofización,0.64
es,forest invasive species,Especies invasoras forestales,Especies forestales invasoras,0.62
es,airburst,explosión aérea,Airburst,0.09
es,geomagnetic disturbance,Disturbios geomagnéticos,Perturbaciones geomagnéticas,0.77
es,meteorite impact,impacto de un meteorito,Impacto de meteoritos,0.91
es,ionospheric disturbances,Disturbios ionosféricos,Perturbaciones ionosféricas,0.76
es,solar flares,Eruptions solares,Llamaradas solares,0.57
es,nearearth object,asteroide cercano a la Tierra,Objeto cercano a la Tierra,0.80
es,lava flows and domes,Flujo de lava y domos,Flujos y domos de lava,0.60
es,ashtephra fall including volcanic ballistic projectiles,Caída de ceniza/tefro (incluyendo proyectiles balisticos Vulcanicos),Caída de ceniza/tefra (incluidos proyectiles balísticos volcánicos),0.93
es,lahars,Lahars,Lahares,0.92
es,volcanic gases and aerosols,Gases volcánicos y aerosoles,Gases y aerosoles volcánicos,0.57
es,liquefaction,liquefacción,Licuefacción,0.92
es,surface rupture and fissuring,Roturas y fisuraciones superficiales,Ruptura y fisuración de la superficie,0.82
es,subsidence and uplift,afundamiento y elevación,Hundimiento y levantamiento,0.71
es,shrinkswell subsidence,Subsidence por contracción‑gonflement,Hundimiento por contracción,0.62
es,sinkhole,sumidero,Hundimiento,0.53
es,ground gases ch4 rn etc,Gases del suelo,"Gases del suelo (CH4, Rn, etc.)",0.73
es,river erosion and accretion,Erosión y Acreción Fluvial,Erosión y acreción fluviales,0.96
es,sand encroachment,avance de arena,Invasión de arena,0.75
es,submarine gravitational mass movement landslide,desplazamiento de masa submarino,"Movimiento de masas gravitacional submarino (""corrimiento de tierras"")",0.49
es,rock debris and earth falls,"Caída de rocas, escombros y tierra","Desprendimientos de rocas, escombros y tierra",0.75
es,rock debris and earth spreads including landscape creep,deslizamientos de tipo spread (incluido el creep de paisaje),"Esparcimiento de rocas, escombros y tierra (incluido el arrastre paisajístico)",0.59
es,downburst,Tormenta descendente,Downburst,0.07
es,lightning electrical storm,rayo,Rayo (tormenta eléctrica),0.30
es,thunderstorm,tormenta,Tormenta eléctrica,0.62
es,coastal flooding,inundación costera,Inundaciones costeras,0.92
es,estuarine coastal flooding,inundación estuarial,Inundaciones estuarinas (costeras),0.73
es,flash flooding,inundación Flash,Inundaciones repentinas,0.67
es,fluvial riverine flooding,inundación fluvial,Inundaciones fluviales,0.90
es,groundwater flooding,Inundación por aguas subterráneas,Inundaciones de aguas subterráneas,0.90
es,icejam flooding including debris,inundación por bloqueo de hielo con escombros,Ice-Jam Inundaciones Incluidos Escombros,0.52
es,ponding drainage flooding,inundación por estancamiento,Estanque (drenaje) Inundación,0.36
es,snowmelt flooding,inundaciones por deshielo de la nieve,Inundaciones por deshielo,0.81
es,surface water flooding,Inundación de agua superficial,Inundaciones de aguas superficiales,0.92
es,glacial lake outburst flooding,Inundación de ruptura de lago glaciar,Inundaciones por desbordamiento de lagos glaciares,0.71
es,black carbon,Carbono negro,Carbón negro,0.96
es,dust storm or sandstorm,tormenta de polvo,Tormenta de polvo o tormenta de arena,0.63
es,fog,bruma,Niebla,0.36
es,haze,vaporer,Haze,0.36
es,sand haze,neblina de arena,Niebla de arena,0.90
es,ocean acidification,acidificación oceánica,Acidificación de los océanos,0.76
es,rogue wave,ola de tipo rogue,Ola de pillos,0.60
es,sea ice icebergs,hielo marino,Hielo marino (icebergs),0.73
es,storm surge,vaga de tormenta,Marejada ciclónica,0.35
es,storm tides,marea de tormenta,Mareas tormentosas,0.80
es,depression or cyclone low pressure area,depresión,Depresión o ciclón (zona de baja presión),0.38
es,extratropical cyclone,Cyclón extratropical,Ciclón extratropical,0.95
es,blizzard,Blizzard,Ventisca,0.25
es,hail,granizo,Salve,0.17
es,dzud,helada severa,Dzud,0.12
es,freeze,congelación,Congelar,0.74
es,frost hoar frost,escarcha,Escarcha (Hoar Frost),0.59
es,glaze,glaseado,Esmalte,0.27
es,ground frost,Hielo en tierra,Heladas,0.36
es,heatwave,ciclón de calor,Ola de calor,0.74
es,icing including ice,cobertura de hielo,Glaseado (incluido el hielo),0.41
es,gale strong gale,galeón,Vendaval (vendaval fuerte),0.27
es,international armed conflict iac,Conflicto armado internacional,Conflicto armado internacional (CAI),0.94
es,noninternational armed conflict niac,conflicto armado no internacional,Conflicto armado no internacional (CAIN),0.93
es,explosive ordnance,armamento explosivo,Artefactos explosivos,0.75
es,environmental degradation from conflict,degradación ambiental debida a conflictos,Degradación medioambiental provocada por los conflictos,0.75
es,stampede or crushing human,pánico de la multitud o aplastamiento (humano),Estampida o aplastamiento (humano),0.66
es,radioactive waste,residuos radioactivos,Residuos radiactivos,0.98
es,radioactive agents  material,Agentes y materiales radioactivos,Agentes radiactivos & Material,0.55
es,building highrise cladding,revestimiento de edificio de gran altura,"Edificio, rascacielos, revestimiento",0.35
