term,translation,context,language,confidence,winning_model,consensus,version,code,url
Maritime Accident,accidente marítimo,"A maritime accident is an event, or a sequence of events, that has resulted in any of the following occurring directly in connection with the normal operation of a marine vessel: the death of, or serious injury to, a person; the loss of a person from a ship; the loss, presumed loss or abandonment of a marine vessel; material damage to a marine vessel; the stranding or disabling of a marine vessel, or the involvement of a marine vessel in a collision; material damage to the marine infrastructures external to a vessel, that could seriously endanger the safety of the vessel or another vessel or an individual; and severe damage to the environment, or the potential for severe damage to the environment, brought about by the damage of a marine vessel (United Nations, European Union and the International Transport Forum at the OECD, 2019).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0403,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0403
Maritime Accident,Seeunfall,"A maritime accident is an event, or a sequence of events, that has resulted in any of the following occurring directly in connection with the normal operation of a marine vessel: the death of, or serious injury to, a person; the loss of a person from a ship; the loss, presumed loss or abandonment of a marine vessel; material damage to a marine vessel; the stranding or disabling of a marine vessel, or the involvement of a marine vessel in a collision; material damage to the marine infrastructures external to a vessel, that could seriously endanger the safety of the vessel or another vessel or an individual; and severe damage to the environment, or the potential for severe damage to the environment, brought about by the damage of a marine vessel (United Nations, European Union and the International Transport Forum at the OECD, 2019).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,TL0403,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0403
Vector-borne diseases (VBD),Maladies à transmission vectorielle,"Vector-borne diseases encompass a variety of illnesses that are caused by the spread of pathogens by living organisms known as vectors. These infectious diseases can be transmitted via vectors among humans (e.g. malaria, dengue), among animals (e.g. African swine fever, East Coast fever), or from animals to humans (e.g. Nipah virus disease). Many of these vectors are bloodsucking insects, and mosquitoes are the best-known disease vectors. Other vectors include ticks, flies, sandflies, fleas, triatomine bugs and some species of freshwater aquatic snails (adapted from WOAH, 2024a; WHO, 2024).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0108,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0108
Vector-borne diseases (VBD),Enfermedades transmitidas por vectores,"Vector-borne diseases encompass a variety of illnesses that are caused by the spread of pathogens by living organisms known as vectors. These infectious diseases can be transmitted via vectors among humans (e.g. malaria, dengue), among animals (e.g. African swine fever, East Coast fever), or from animals to humans (e.g. Nipah virus disease). Many of these vectors are bloodsucking insects, and mosquitoes are the best-known disease vectors. Other vectors include ticks, flies, sandflies, fleas, triatomine bugs and some species of freshwater aquatic snails (adapted from WOAH, 2024a; WHO, 2024).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0108,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0108
Vector-borne diseases (VBD),Vektorübertragene Krankheiten,"Vector-borne diseases encompass a variety of illnesses that are caused by the spread of pathogens by living organisms known as vectors. These infectious diseases can be transmitted via vectors among humans (e.g. malaria, dengue), among animals (e.g. African swine fever, East Coast fever), or from animals to humans (e.g. Nipah virus disease). Many of these vectors are bloodsucking insects, and mosquitoes are the best-known disease vectors. Other vectors include ticks, flies, sandflies, fleas, triatomine bugs and some species of freshwater aquatic snails (adapted from WOAH, 2024a; WHO, 2024).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0108,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0108
Emergency Telecommunications Failure,Défaillance des réseaux de télécommunications d'urgence,"Emergency telecommunications failure is an umbrella term for telecommunications of an ‘extraordinary nature’ under abnormal and potentially adverse network conditions (ITU, 2007).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,TL0211,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0211
Emergency Telecommunications Failure,Fallo de las telecomunicaciones de emergencia,"Emergency telecommunications failure is an umbrella term for telecommunications of an ‘extraordinary nature’ under abnormal and potentially adverse network conditions (ITU, 2007).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0211,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0211
Emergency Telecommunications Failure,Ausfall der Notfall-Telekommunikation,"Emergency telecommunications failure is an umbrella term for telecommunications of an ‘extraordinary nature’ under abnormal and potentially adverse network conditions (ITU, 2007).",de,0.97,gemini-3.5,Single model (skipped consensus),0.1,TL0211,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0211
Frost (Hoar Frost),Gelée blanche,"A hoar frost is a deposit of ice produced by the deposition of water vapour from the surrounding air and is generally crystalline in appearance (WMO, 2017).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,MH0505,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0505
Frost (Hoar Frost),Escarcha,"A hoar frost is a deposit of ice produced by the deposition of water vapour from the surrounding air and is generally crystalline in appearance (WMO, 2017).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,MH0505,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0505
Frost (Hoar Frost),Reif,"A hoar frost is a deposit of ice produced by the deposition of water vapour from the surrounding air and is generally crystalline in appearance (WMO, 2017).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,MH0505,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0505
"Ground Gases (CH4, Rn, etc.)",gaz du sol,"Ground gases are natural gases generated by various processes including material decay (natural and anthropogenic) and magma bodies (adapted from UK HMRC, 2016 and USGS, no date).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,GH0407,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0407
"Ground Gases (CH4, Rn, etc.)",gases del suelo,"Ground gases are natural gases generated by various processes including material decay (natural and anthropogenic) and magma bodies (adapted from UK HMRC, 2016 and USGS, no date).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,GH0407,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0407
"Ground Gases (CH4, Rn, etc.)",Bodengase,"Ground gases are natural gases generated by various processes including material decay (natural and anthropogenic) and magma bodies (adapted from UK HMRC, 2016 and USGS, no date).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,GH0407,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0407
Anthrax,Maladie du charbon,"Anthrax is a disease caused by the spore-forming bacteria Bacillus anthracis. Anthrax is primarily a disease of herbivorous animals, although all mammals, including humans, can contract it. In humans, anthrax manifests itself in three distinct patterns (cutaneous, gastrointestinal, inhalational) (adapted from WHO, FAO, & OIE, 2008; CDC, 2020).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0201,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0201
Anthrax,ántrax,"Anthrax is a disease caused by the spore-forming bacteria Bacillus anthracis. Anthrax is primarily a disease of herbivorous animals, although all mammals, including humans, can contract it. In humans, anthrax manifests itself in three distinct patterns (cutaneous, gastrointestinal, inhalational) (adapted from WHO, FAO, & OIE, 2008; CDC, 2020).",es,0.9,gemini-3.5,Single model (skipped consensus),0.1,BI0201,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0201
Anthrax,Milzbrand,"Anthrax is a disease caused by the spore-forming bacteria Bacillus anthracis. Anthrax is primarily a disease of herbivorous animals, although all mammals, including humans, can contract it. In humans, anthrax manifests itself in three distinct patterns (cutaneous, gastrointestinal, inhalational) (adapted from WHO, FAO, & OIE, 2008; CDC, 2020).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0201,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0201
Ionospheric Disturbances,Perturbations ionosphériques,"Ionospheric disturbances refer to the state of the ionosphere characterized by irregular variations of ionospheric parameters without a systematic pattern. These disturbances can be of different spatiotemporal scales and have distinct characteristics at different geographic locations. Different ionospheric disturbances pose different risks to various applications (WMO, 1992).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,ET0102,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0102
